------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 27
time diff [logger-smartphone](sec), -2
lat, 43.465827
long, -3.778569
accuracy (m), 3.0
------------------------------,--------------------
time,temp
2025-10-29 08:25:00,29.2
2025-10-29 08:25:20,26.9
2025-10-29 08:25:40,24.8
2025-10-29 08:26:00,23.0
2025-10-29 08:26:20,21.6
2025-10-29 08:26:40,20.6
2025-10-29 08:27:00,19.8
2025-10-29 08:27:20,19.2
2025-10-29 08:27:40,18.7
2025-10-29 08:28:00,18.5
2025-10-29 08:28:20,18.2
2025-10-29 08:28:40,18.0
2025-10-29 08:29:00,17.9
2025-10-29 08:29:20,17.8
2025-10-29 08:29:40,17.7
2025-10-29 08:30:00,17.6
2025-10-29 08:30:20,17.6
2025-10-29 08:30:40,17.6
2025-10-29 08:31:00,17.5
2025-10-29 08:31:20,17.6
2025-10-29 08:31:40,17.5
2025-10-29 08:32:00,17.5
2025-10-29 08:32:20,17.5
2025-10-29 08:32:40,17.5
2025-10-29 08:33:00,17.5
2025-10-29 08:33:20,17.4
2025-10-29 08:33:40,17.5
