------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.4
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 27
time diff [logger-smartphone](sec), 0
lat, 43.463777
long, -3.781451
accuracy (m), 6.0
------------------------------,--------------------
time,temp
2025-09-02 07:16:40,18.6
2025-09-02 07:17:00,18.7
2025-09-02 07:17:20,18.7
2025-09-02 07:17:40,18.8
2025-09-02 07:18:00,18.8
2025-09-02 07:18:20,18.9
2025-09-02 07:18:40,19.0
2025-09-02 07:19:00,19.3
2025-09-02 07:19:20,19.7
2025-09-02 07:19:40,19.9
2025-09-02 07:20:00,20.1
2025-09-02 07:20:20,20.2
2025-09-02 07:20:40,20.3
2025-09-02 07:21:00,20.5
2025-09-02 07:21:20,20.4
2025-09-02 07:21:40,20.5
2025-09-02 07:22:00,20.5
2025-09-02 07:22:20,20.5
2025-09-02 07:22:40,20.6
2025-09-02 07:23:00,20.6
2025-09-02 07:23:20,20.6
2025-09-02 07:23:40,20.6
2025-09-02 07:24:00,20.5
2025-09-02 07:24:20,20.4
2025-09-02 07:24:40,20.2
2025-09-02 07:25:00,20.0
2025-09-02 07:25:20,20.0
